Rank 1: 	['Water', 'Ground', 'Flying', 'Steel']        75.69%	Highest for 4 types.
Rank 45: 	['Grass', 'Ghost', 'Dark', 'Steel']           72.22%	
Rank 46: 	['Poison', 'Ghost', 'Dark', 'Steel']          72.22%	
Rank 47: 	['Ghost', 'Dragon', 'Dark', 'Steel']          72.22%	
Rank 48: 	['Normal', 'Dragon', 'Steel', 'Fairy']        72.22%	
Rank 49: 	['Water', 'Flying', 'Steel']                  71.53%	
Rank 50: 	['Flying', 'Steel', 'Fairy']                  71.53%	
Rank 51: 	['Normal', 'Ghost', 'Steel']                  71.53%	
Rank 52: 	['Ghost', 'Dark', 'Steel']                    71.53%	
Rank 53: 	['Ground', 'Flying', 'Steel', 'Fairy']        71.53%	
Rank 54: 	['Ground', 'Flying', 'Dragon', 'Steel']       71.53%	
Rank 55: 	['Water', 'Ghost', 'Steel', 'Fairy']          71.53%	
Rank 56: 	['Grass', 'Ghost', 'Steel', 'Fairy']          71.53%	
Rank 57: 	['Flying', 'Ghost', 'Steel', 'Fairy']         71.53%	
Rank 58: 	['Fire', 'Water', 'Flying', 'Steel']          71.53%	
Rank 59: 	['Fire', 'Flying', 'Steel', 'Fairy']          71.53%	
Rank 60: 	['Water', 'Poison', 'Ground', 'Steel']        71.53%	
Rank 61: 	['Water', 'Bug', 'Dragon', 'Steel']           71.53%	
Rank 62: 	['Electric', 'Poison', 'Steel', 'Fairy']      71.53%	
Rank 63: 	['Poison', 'Dark', 'Steel', 'Fairy']          71.53%	
Rank 64: 	['Normal', 'Water', 'Flying', 'Steel']        71.53%	
Rank 65: 	['Water', 'Electric', 'Poison', 'Steel']      71.53%	
Rank 66: 	['Normal', 'Bug', 'Steel', 'Fairy']           71.53%	
Rank 67: 	['Bug', 'Dragon', 'Steel', 'Fairy']           71.53%	
Rank 68: 	['Normal', 'Electric', 'Ghost', 'Fairy']      71.53%	
Rank 69: 	['Normal', 'Bug', 'Ghost', 'Steel']           71.53%	
Rank 70: 	['Bug', 'Ghost', 'Dark', 'Steel']             71.53%	
Rank 71: 	['Poison', 'Flying', 'Dragon', 'Steel']       71.53%	
Rank 72: 	['Poison', 'Dragon', 'Steel', 'Fairy']        71.53%	
Rank 73: 	['Normal', 'Poison', 'Flying', 'Steel']       71.53%	
Rank 74: 	['Normal', 'Poison', 'Ghost', 'Dark']         71.53%	
Rank 75: 	['Water', 'Steel', 'Fairy']                   70.83%	
Rank 76: 	['Flying', 'Dragon', 'Steel']                 70.83%	
Rank 77: 	['Electric', 'Ground', 'Flying', 'Steel']     70.83%	
Rank 78: 	['Fire', 'Water', 'Steel', 'Fairy']           70.83%	
Rank 79: 	['Fire', 'Ghost', 'Steel', 'Fairy']           70.83%	
Rank 80: 	['Water', 'Fighting', 'Flying', 'Steel']      70.83%	
Rank 81: 	['Water', 'Ground', 'Bug', 'Steel']           70.83%	
Rank 82: 	['Fire', 'Grass', 'Steel', 'Fairy']           70.83%	
Rank 83: 	['Water', 'Flying', 'Ghost', 'Steel']         70.83%	
Rank 84: 	['Water', 'Flying', 'Dark', 'Steel']          70.83%	
Rank 85: 	['Water', 'Bug', 'Steel', 'Fairy']            70.83%	
Rank 86: 	['Electric', 'Ghost', 'Steel', 'Fairy']       70.83%	
Rank 87: 	['Fighting', 'Flying', 'Steel', 'Fairy']      70.83%	
Rank 88: 	['Poison', 'Ground', 'Flying', 'Steel']       70.83%	
Rank 89: 	['Ground', 'Dragon', 'Steel', 'Fairy']        70.83%	
Rank 90: 	['Normal', 'Ground', 'Ghost', 'Steel']        70.83%	
Rank 91: 	['Water', 'Poison', 'Steel', 'Fairy']         70.83%	
Rank 92: 	['Ground', 'Ghost', 'Dark', 'Steel']          70.83%	
Rank 93: 	['Bug', 'Dark', 'Steel', 'Fairy']             70.83%	
Rank 94: 	['Normal', 'Water', 'Steel', 'Fairy']         70.83%	
Rank 95: 	['Water', 'Ghost', 'Dragon', 'Steel']         70.83%	
Rank 96: 	['Fighting', 'Ghost', 'Dark', 'Steel']        70.83%	
Rank 97: 	['Water', 'Poison', 'Dragon', 'Steel']        70.83%	
Rank 98: 	['Electric', 'Poison', 'Dragon', 'Steel']     70.83%	
Rank 99: 	['Normal', 'Poison', 'Steel', 'Fairy']        70.83%	
Rank 100: 	['Normal', 'Flying', 'Dragon', 'Steel']       70.83%	
Rank 101: 	['Normal', 'Psychic', 'Steel', 'Fairy']       70.83%	
Rank 102: 	['Normal', 'Poison', 'Ghost', 'Steel']        70.83%	
Rank 103: 	['Fire', 'Steel', 'Fairy']                    70.14%	
Rank 104: 	['Electric', 'Steel', 'Fairy']                70.14%	
Rank 105: 	['Ghost', 'Steel', 'Fairy']                   70.14%	
Rank 106: 	['Grass', 'Steel', 'Fairy']                   70.14%	
Rank 107: 	['Bug', 'Steel', 'Fairy']                     70.14%	
Rank 108: 	['Poison', 'Flying', 'Steel']                 70.14%	
Rank 109: 	['Normal', 'Ghost', 'Fairy']                  70.14%	
Rank 110: 	['Fire', 'Ground', 'Steel', 'Fairy']          70.14%	
Rank 111: 	['Fire', 'Dark', 'Steel', 'Fairy']            70.14%	
Rank 112: 	['Water', 'Fighting', 'Steel', 'Fairy']       70.14%	
Rank 113: 	['Water', 'Ground', 'Ghost', 'Steel']         70.14%	
Rank 114: 	['Water', 'Dark', 'Steel', 'Fairy']           70.14%	
Rank 115: 	['Electric', 'Bug', 'Steel', 'Fairy']         70.14%	
Rank 116: 	['Grass', 'Flying', 'Steel', 'Fairy']         70.14%	
Rank 117: 	['Normal', 'Fire', 'Steel', 'Fairy']          70.14%	
Rank 118: 	['Fire', 'Grass', 'Flying', 'Steel']          70.14%	
Rank 119: 	['Fire', 'Fighting', 'Flying', 'Steel']       70.14%	
Rank 120: 	['Fire', 'Poison', 'Steel', 'Fairy']          70.14%	
Rank 121: 	['Water', 'Electric', 'Ghost', 'Steel']       70.14%	
Rank 122: 	['Water', 'Grass', 'Flying', 'Steel']         70.14%	
Rank 123: 	['Electric', 'Grass', 'Steel', 'Fairy']       70.14%	
Rank 124: 	['Electric', 'Flying', 'Rock', 'Steel']       70.14%	
Rank 125: 	['Flying', 'Ghost', 'Dragon', 'Steel']        70.14%	
Rank 126: 	['Bug', 'Ghost', 'Steel', 'Fairy']            70.14%	
Rank 127: 	['Flying', 'Psychic', 'Steel', 'Fairy']       70.14%	
Rank 128: 	['Normal', 'Water', 'Ghost', 'Fairy']         70.14%	
Rank 129: 	['Normal', 'Electric', 'Steel', 'Fairy']      70.14%	
Rank 130: 	['Water', 'Grass', 'Ghost', 'Steel']          70.14%	
Rank 131: 	['Electric', 'Ghost', 'Dragon', 'Steel']      70.14%	
Rank 132: 	['Fighting', 'Dragon', 'Steel', 'Fairy']      70.14%	
Rank 133: 	['Dragon', 'Dark', 'Steel', 'Fairy']          70.14%	
Rank 134: 	['Normal', 'Grass', 'Steel', 'Fairy']         70.14%	
Rank 135: 	['Grass', 'Dragon', 'Steel', 'Fairy']         70.14%	
Rank 136: 	['Poison', 'Flying', 'Rock', 'Steel']         70.14%	
Rank 137: 	['Normal', 'Psychic', 'Ghost', 'Steel']       70.14%	
Rank 138: 	['Fire', 'Poison', 'Dragon', 'Steel']         70.14%	
Rank 139: 	['Poison', 'Ghost', 'Dark', 'Fairy']          70.14%	
Rank 140: 	['Psychic', 'Dragon', 'Steel', 'Fairy']       70.14%	
Rank 141: 	['Electric', 'Poison', 'Ghost', 'Dark']       70.14%	
Rank 142: 	['Normal', 'Ghost', 'Dark', 'Fairy']          70.14%	
Rank 143: 	['Flying', 'Steel']                           69.44%	Highest for 2 types.
Rank 144: 	['Steel', 'Fairy']                            69.44%	Highest for 2 types.
Rank 145: 	['Ground', 'Flying', 'Steel']                 69.44%	
Rank 146: 	['Fire', 'Flying', 'Steel']                   69.44%	
Rank 147: 	['Poison', 'Steel', 'Fairy']                  69.44%	
Rank 148: 	['Electric', 'Poison', 'Steel']               69.44%	
Rank 149: 	['Ghost', 'Dragon', 'Steel']                  69.44%	
Rank 150: 	['Normal', 'Flying', 'Steel']                 69.44%	
Rank 151: 	['Normal', 'Steel', 'Fairy']                  69.44%	
Rank 152: 	['Poison', 'Ghost', 'Dark']                   69.44%	
Rank 153: 	['Normal', 'Ghost', 'Dark']                   69.44%	
Rank 154: 	['Ground', 'Bug', 'Steel', 'Fairy']           69.44%	
Rank 155: 	['Ground', 'Ghost', 'Steel', 'Fairy']         69.44%	
Rank 156: 	['Fighting', 'Flying', 'Ghost', 'Steel']      69.44%	
Rank 157: 	['Normal', 'Ground', 'Flying', 'Steel']       69.44%	
Rank 158: 	['Fire', 'Water', 'Electric', 'Steel']        69.44%	
Rank 159: 	['Fire', 'Electric', 'Ghost', 'Steel']        69.44%	
Rank 160: 	['Fire', 'Fighting', 'Steel', 'Fairy']        69.44%	
Rank 161: 	['Water', 'Fighting', 'Ghost', 'Steel']       69.44%	
Rank 162: 	['Electric', 'Fighting', 'Steel', 'Fairy']    69.44%	
Rank 163: 	['Electric', 'Flying', 'Bug', 'Steel']        69.44%	
Rank 164: 	['Electric', 'Dark', 'Steel', 'Fairy']        69.44%	
Rank 165: 	['Grass', 'Dark', 'Steel', 'Fairy']           69.44%	
Rank 166: 	['Fighting', 'Ghost', 'Steel', 'Fairy']       69.44%	
Rank 167: 	['Flying', 'Rock', 'Steel', 'Fairy']          69.44%	
Rank 168: 	['Normal', 'Ice', 'Ghost', 'Steel']           69.44%	
Rank 169: 	['Fire', 'Water', 'Grass', 'Steel']           69.44%	
Rank 170: 	['Fire', 'Water', 'Dragon', 'Steel']          69.44%	
Rank 171: 	['Fire', 'Electric', 'Dragon', 'Steel']       69.44%	
Rank 172: 	['Fire', 'Flying', 'Dark', 'Steel']           69.44%	
Rank 173: 	['Fire', 'Ghost', 'Dragon', 'Steel']          69.44%	
Rank 174: 	['Water', 'Ground', 'Dragon', 'Steel']        69.44%	
Rank 175: 	['Water', 'Flying', 'Rock', 'Steel']          69.44%	
Rank 176: 	['Electric', 'Grass', 'Flying', 'Steel']      69.44%	
Rank 177: 	['Electric', 'Flying', 'Psychic', 'Steel']    69.44%	
Rank 178: 	['Ice', 'Ghost', 'Dark', 'Steel']             69.44%	
Rank 179: 	['Poison', 'Ghost', 'Steel', 'Fairy']         69.44%	
Rank 180: 	['Grass', 'Poison', 'Steel', 'Fairy']         69.44%	
Rank 181: 	['Flying', 'Rock', 'Dragon', 'Steel']         69.44%	
Rank 182: 	['Normal', 'Water', 'Ground', 'Ghost']        69.44%	
Rank 183: 	['Normal', 'Rock', 'Ghost', 'Steel']          69.44%	
Rank 184: 	['Fire', 'Electric', 'Poison', 'Steel']       69.44%	
Rank 185: 	['Fire', 'Poison', 'Dark', 'Steel']           69.44%	
Rank 186: 	['Electric', 'Poison', 'Dark', 'Steel']       69.44%	
Rank 187: 	['Rock', 'Ghost', 'Dark', 'Steel']            69.44%	
Rank 188: 	['Normal', 'Fire', 'Flying', 'Steel']         69.44%	
Rank 189: 	['Fire', 'Poison', 'Flying', 'Steel']         69.44%	
Rank 190: 	['Water', 'Grass', 'Poison', 'Steel']         69.44%	
Rank 191: 	['Water', 'Grass', 'Dragon', 'Steel']         69.44%	
Rank 192: 	['Water', 'Poison', 'Ghost', 'Dark']          69.44%	
Rank 193: 	['Electric', 'Ghost', 'Dark', 'Fairy']        69.44%	
Rank 194: 	['Normal', 'Flying', 'Psychic', 'Steel']      69.44%	
Rank 195: 	['Normal', 'Water', 'Dragon', 'Steel']        69.44%	
Rank 196: 	['Normal', 'Electric', 'Poison', 'Steel']     69.44%	
Rank 197: 	['Normal', 'Electric', 'Ghost', 'Dark']       69.44%	
Rank 198: 	['Ground', 'Steel', 'Fairy']                  68.75%	
Rank 199: 	['Fighting', 'Flying', 'Steel']               68.75%	
Rank 200: 	['Fighting', 'Steel', 'Fairy']                68.75%	
Rank 201: 	['Flying', 'Ghost', 'Steel']                  68.75%	
Rank 202: 	['Flying', 'Dark', 'Steel']                   68.75%	
Rank 203: 	['Dark', 'Steel', 'Fairy']                    68.75%	
Rank 204: 	['Water', 'Ghost', 'Steel']                   68.75%	
Rank 205: 	['Water', 'Poison', 'Steel']                  68.75%	
Rank 206: 	['Water', 'Dragon', 'Steel']                  68.75%	
Rank 207: 	['Poison', 'Dragon', 'Steel']                 68.75%	
Rank 208: 	['Electric', 'Ground', 'Steel', 'Fairy']      68.75%	
Rank 209: 	['Grass', 'Ground', 'Steel', 'Fairy']         68.75%	
Rank 210: 	['Fighting', 'Ground', 'Flying', 'Steel']     68.75%	
Rank 211: 	['Ground', 'Flying', 'Ghost', 'Steel']        68.75%	
Rank 212: 	['Ground', 'Flying', 'Dark', 'Steel']         68.75%	
Rank 213: 	['Water', 'Ground', 'Flying', 'Fairy']        68.75%	
Rank 214: 	['Water', 'Ground', 'Ghost', 'Fairy']         68.75%	
Rank 215: 	['Poison', 'Ground', 'Steel', 'Fairy']        68.75%	
Rank 216: 	['Normal', 'Ground', 'Steel', 'Fairy']        68.75%	
Rank 217: 	['Fire', 'Water', 'Ground', 'Flying']         68.75%	
Rank 218: 	['Fire', 'Water', 'Ground', 'Steel']          68.75%	
Rank 219: 	['Fire', 'Grass', 'Ghost', 'Steel']           68.75%	
Rank 220: 	['Fire', 'Fighting', 'Ghost', 'Steel']        68.75%	
Rank 221: 	['Fire', 'Ground', 'Ghost', 'Dark']           68.75%	
Rank 222: 	['Fire', 'Psychic', 'Steel', 'Fairy']         68.75%	
Rank 223: 	['Water', 'Electric', 'Bug', 'Steel']         68.75%	
Rank 224: 	['Water', 'Poison', 'Ground', 'Flying']       68.75%	
Rank 225: 	['Electric', 'Fighting', 'Ghost', 'Steel']    68.75%	
Rank 226: 	['Grass', 'Fighting', 'Steel', 'Fairy']       68.75%	
Rank 227: 	['Fighting', 'Flying', 'Dragon', 'Steel']     68.75%	
Rank 228: 	['Normal', 'Fire', 'Ghost', 'Fairy']          68.75%	
Rank 229: 	['Normal', 'Fighting', 'Flying', 'Steel']     68.75%	
Rank 230: 	['Fire', 'Poison', 'Ground', 'Steel']         68.75%	
Rank 231: 	['Fire', 'Flying', 'Ghost', 'Steel']          68.75%	
Rank 232: 	['Fire', 'Ghost', 'Dark', 'Fairy']            68.75%	
Rank 233: 	['Water', 'Grass', 'Ground', 'Steel']         68.75%	
Rank 234: 	['Water', 'Psychic', 'Steel', 'Fairy']        68.75%	
Rank 235: 	['Electric', 'Grass', 'Bug', 'Steel']         68.75%	
Rank 236: 	['Electric', 'Poison', 'Dark', 'Fairy']       68.75%	
Rank 237: 	['Grass', 'Bug', 'Steel', 'Fairy']            68.75%	
Rank 238: 	['Fighting', 'Ghost', 'Dragon', 'Steel']      68.75%	
Rank 239: 	['Flying', 'Psychic', 'Dark', 'Steel']        68.75%	
Rank 240: 	['Flying', 'Dragon', 'Dark', 'Steel']         68.75%	
Rank 241: 	['Psychic', 'Dark', 'Steel', 'Fairy']         68.75%	
Rank 242: 	['Normal', 'Fire', 'Electric', 'Steel']       68.75%	
Rank 243: 	['Normal', 'Water', 'Ground', 'Steel']        68.75%	
Rank 244: 	['Normal', 'Fighting', 'Steel', 'Fairy']      68.75%	
Rank 245: 	['Normal', 'Flying', 'Dark', 'Steel']         68.75%	
Rank 246: 	['Normal', 'Dark', 'Steel', 'Fairy']          68.75%	
Rank 247: 	['Fire', 'Water', 'Poison', 'Steel']          68.75%	
Rank 248: 	['Water', 'Electric', 'Dragon', 'Steel']      68.75%	
Rank 249: 	['Water', 'Poison', 'Dark', 'Steel']          68.75%	
Rank 250: 	['Water', 'Ground', 'Ghost', 'Dark']          68.75%	
Rank 251: 	['Water', 'Ghost', 'Dragon', 'Fairy']         68.75%	
Rank 252: 	['Electric', 'Poison', 'Flying', 'Dark']      68.75%	
Rank 253: 	['Electric', 'Poison', 'Ghost', 'Steel']      68.75%	
Rank 254: 	['Poison', 'Flying', 'Ghost', 'Steel']        68.75%	
Rank 255: 	['Grass', 'Poison', 'Flying', 'Steel']        68.75%	
Rank 256: 	['Poison', 'Bug', 'Steel', 'Fairy']           68.75%	
Rank 257: 	['Normal', 'Fire', 'Dragon', 'Steel']         68.75%	
Rank 258: 	['Normal', 'Water', 'Electric', 'Steel']      68.75%	
Rank 259: 	['Normal', 'Electric', 'Flying', 'Ghost']     68.75%	
Rank 260: 	['Poison', 'Dragon', 'Dark', 'Steel']         68.75%	
Rank 261: 	['Normal', 'Fire', 'Ghost', 'Dark']           68.75%	
Rank 262: 	['Normal', 'Water', 'Grass', 'Steel']         68.75%	
Rank 263: 	['Normal', 'Water', 'Poison', 'Steel']        68.75%	
Rank 264: 	['Normal', 'Electric', 'Dragon', 'Steel']     68.75%	
Rank 265: 	['Poison', 'Flying', 'Ghost', 'Dark']         68.75%	
Rank 266: 	['Normal', 'Ghost', 'Dragon', 'Fairy']        68.75%	
Rank 267: 	['Normal', 'Poison', 'Dragon', 'Steel']       68.75%	
Rank 268: 	['Normal', 'Ghost']                           68.06%	
Rank 269: 	['Fire', 'Electric', 'Steel']                 68.06%	
Rank 270: 	['Fire', 'Ghost', 'Steel']                    68.06%	
Rank 271: 	['Water', 'Ground', 'Steel']                  68.06%	
Rank 272: 	['Water', 'Bug', 'Steel']                     68.06%	
Rank 273: 	['Fighting', 'Ghost', 'Steel']                68.06%	
Rank 274: 	['Fire', 'Dragon', 'Steel']                   68.06%	
Rank 275: 	['Water', 'Electric', 'Steel']                68.06%	
Rank 276: 	['Electric', 'Ghost', 'Steel']                68.06%	
Rank 277: 	['Grass', 'Ghost', 'Steel']                   68.06%	
Rank 278: 	['Bug', 'Dragon', 'Steel']                    68.06%	
Rank 279: 	['Fire', 'Poison', 'Steel']                   68.06%	
Rank 280: 	['Water', 'Grass', 'Steel']                   68.06%	
Rank 281: 	['Electric', 'Dragon', 'Steel']               68.06%	
Rank 282: 	['Ghost', 'Dark', 'Fairy']                    68.06%	
Rank 283: 	['Normal', 'Electric', 'Ghost']               68.06%	
Rank 284: 	['Normal', 'Dragon', 'Steel']                 68.06%	
Rank 285: 	['Grass', 'Ground', 'Flying', 'Steel']        68.06%	
Rank 286: 	['Ground', 'Flying', 'Bug', 'Steel']          68.06%	
Rank 287: 	['Ground', 'Dark', 'Steel', 'Fairy']          68.06%	
Rank 288: 	['Fire', 'Ground', 'Ghost', 'Steel']          68.06%	
Rank 289: 	['Fighting', 'Flying', 'Dark', 'Steel']       68.06%	
Rank 290: 	['Poison', 'Ground', 'Flying', 'Dark']        68.06%	
Rank 291: 	['Ground', 'Flying', 'Rock', 'Steel']         68.06%	
Rank 292: 	['Normal', 'Fire', 'Ground', 'Ghost']         68.06%	
Rank 293: 	['Normal', 'Ground', 'Flying', 'Ghost']       68.06%	
Rank 294: 	['Fire', 'Water', 'Ghost', 'Steel']           68.06%	
Rank 295: 	['Fire', 'Electric', 'Dark', 'Steel']         68.06%	
Rank 296: 	['Water', 'Electric', 'Fighting', 'Steel']    68.06%	
Rank 297: 	['Water', 'Poison', 'Dark', 'Fairy']          68.06%	
Rank 298: 	['Water', 'Ground', 'Dark', 'Steel']          68.06%	
Rank 299: 	['Water', 'Flying', 'Bug', 'Steel']           68.06%	
Rank 300: 	['Electric', 'Poison', 'Ground', 'Steel']     68.06%	
Rank 301: 	['Grass', 'Fighting', 'Ghost', 'Steel']       68.06%	
Rank 302: 	['Fighting', 'Bug', 'Steel', 'Fairy']         68.06%	
Rank 303: 	['Ground', 'Ghost', 'Dragon', 'Steel']        68.06%	
Rank 304: 	['Flying', 'Rock', 'Ghost', 'Steel']          68.06%	
Rank 305: 	['Normal', 'Water', 'Ground', 'Fairy']        68.06%	
Rank 306: 	['Fire', 'Water', 'Ghost', 'Dark']            68.06%	
Rank 307: 	['Fire', 'Grass', 'Dragon', 'Steel']          68.06%	
Rank 308: 	['Fire', 'Bug', 'Dragon', 'Steel']            68.06%	
Rank 309: 	['Fire', 'Dragon', 'Dark', 'Steel']           68.06%	
Rank 310: 	['Water', 'Electric', 'Dark', 'Steel']        68.06%	
Rank 311: 	['Water', 'Flying', 'Psychic', 'Steel']       68.06%	
Rank 312: 	['Water', 'Bug', 'Ghost', 'Steel']            68.06%	
Rank 313: 	['Electric', 'Psychic', 'Steel', 'Fairy']     68.06%	
Rank 314: 	['Electric', 'Bug', 'Dragon', 'Steel']        68.06%	
Rank 315: 	['Fighting', 'Poison', 'Flying', 'Steel']     68.06%	
Rank 316: 	['Fighting', 'Poison', 'Dark', 'Steel']       68.06%	
Rank 317: 	['Poison', 'Ground', 'Dragon', 'Steel']       68.06%	
Rank 318: 	['Grass', 'Psychic', 'Steel', 'Fairy']        68.06%	
Rank 319: 	['Flying', 'Bug', 'Steel', 'Fairy']           68.06%	
Rank 320: 	['Psychic', 'Bug', 'Steel', 'Fairy']          68.06%	
Rank 321: 	['Normal', 'Fire', 'Dark', 'Steel']           68.06%	
Rank 322: 	['Normal', 'Water', 'Bug', 'Steel']           68.06%	
Rank 323: 	['Water', 'Poison', 'Bug', 'Steel']           68.06%	
Rank 324: 	['Water', 'Poison', 'Ghost', 'Steel']         68.06%	
Rank 325: 	['Water', 'Ghost', 'Dark', 'Fairy']           68.06%	
Rank 326: 	['Electric', 'Grass', 'Ghost', 'Steel']       68.06%	
Rank 327: 	['Bug', 'Ghost', 'Dragon', 'Steel']           68.06%	
Rank 328: 	['Normal', 'Flying', 'Rock', 'Steel']         68.06%	
Rank 329: 	['Poison', 'Psychic', 'Steel', 'Fairy']       68.06%	
Rank 330: 	['Normal', 'Water', 'Electric', 'Ghost']      68.06%	
Rank 331: 	['Normal', 'Water', 'Dark', 'Steel']          68.06%	
Rank 332: 	['Normal', 'Fighting', 'Ghost', 'Dark']       68.06%	
Rank 333: 	['Normal', 'Poison', 'Ghost', 'Fairy']        68.06%	
Rank 334: 	['Fire', 'Poison', 'Ghost', 'Dark']           68.06%	
Rank 335: 	['Fire', 'Flying', 'Ghost', 'Dark']           68.06%	
Rank 336: 	['Electric', 'Flying', 'Ghost', 'Dark']       68.06%	
Rank 337: 	['Poison', 'Bug', 'Dark', 'Steel']            68.06%	
Rank 338: 	['Poison', 'Ghost', 'Dragon', 'Steel']        68.06%	
Rank 339: 	['Normal', 'Bug', 'Dragon', 'Steel']          68.06%	
Rank 340: 	['Normal', 'Fire', 'Poison', 'Steel']         68.06%	
Rank 341: 	['Normal', 'Psychic', 'Ghost', 'Fairy']       68.06%	
Rank 342: 	['Normal', 'Poison', 'Bug', 'Steel']          68.06%	
Rank 343: 	['Normal', 'Water', 'Ghost', 'Dark']          68.06%	
Rank 344: 	['Bug', 'Steel']                              67.36%	
Rank 345: 	['Ghost', 'Steel']                            67.36%	
Rank 346: 	['Poison', 'Steel']                           67.36%	
Rank 347: 	['Dragon', 'Steel']                           67.36%	
Rank 348: 	['Ghost', 'Dark']                             67.36%	
Rank 349: 	['Electric', 'Bug', 'Steel']                  67.36%	
Rank 350: 	['Grass', 'Flying', 'Steel']                  67.36%	
Rank 351: 	['Flying', 'Rock', 'Steel']                   67.36%	
Rank 352: 	['Electric', 'Ghost', 'Fairy']                67.36%	
Rank 353: 	['Bug', 'Ghost', 'Steel']                     67.36%	
Rank 354: 	['Psychic', 'Steel', 'Fairy']                 67.36%	
Rank 355: 	['Normal', 'Fire', 'Steel']                   67.36%	
Rank 356: 	['Poison', 'Dark', 'Steel']                   67.36%	
Rank 357: 	['Normal', 'Bug', 'Steel']                    67.36%	
Rank 358: 	['Normal', 'Water', 'Steel']                  67.36%	
Rank 359: 	['Electric', 'Ghost', 'Dark']                 67.36%	
Rank 360: 	['Normal', 'Poison', 'Steel']                 67.36%	
Rank 361: 	['Electric', 'Ground', 'Flying', 'Fairy']     67.36%	
Rank 362: 	['Fire', 'Electric', 'Ground', 'Steel']       67.36%	
Rank 363: 	['Fire', 'Ground', 'Bug', 'Steel']            67.36%	
Rank 364: 	['Fire', 'Rock', 'Steel', 'Fairy']            67.36%	
Rank 365: 	['Water', 'Electric', 'Ground', 'Flying']     67.36%	
Rank 366: 	['Fighting', 'Ground', 'Steel', 'Fairy']      67.36%	
Rank 367: 	['Ground', 'Bug', 'Dragon', 'Steel']          67.36%	
Rank 368: 	['Normal', 'Ground', 'Ghost', 'Fairy']        67.36%	
Rank 369: 	['Fire', 'Water', 'Bug', 'Steel']             67.36%	
